,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,customer_id,4,purchase_consumption,3696975741,merchant_nbr,VUAFPKBFAIENYETOLYIX,credit_card,GPSHLCABRIQBVOKVCUNK,"{\action\"": {\""txn_amt\"": 1173.4403405275684"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""05971\""}"," \""channel\"": {\""card_type\"": \""B\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
1,customer_id,29,purchase_consumption,3696975741,merchant_nbr,VUAFPKBFAIENYETOLYIX,credit_card,GPSHLCABRIQBVOKVCUNK,"{\action\"": {\""txn_amt\"": 1173.4403405275684"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""05971\""}"," \""channel\"": {\""card_type\"": \""B\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
2,customer_id,18,purchase_consumption,3696975866,merchant_nbr,HJMGNAQEFRZMCIDBHLSR,credit_card,GOBOOQKAPKTNJLDLXXDI,"{\action\"": {\""txn_amt\"": 177.63228741462754"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03723\""}"," \""channel\"": {\""card_type\"": \""B\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
3,customer_id,43,purchase_consumption,3696975866,merchant_nbr,HJMGNAQEFRZMCIDBHLSR,credit_card,GOBOOQKAPKTNJLDLXXDI,"{\action\"": {\""txn_amt\"": 177.63228741462754"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03723\""}"," \""channel\"": {\""card_type\"": \""B\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
4,customer_id,15,purchase_consumption,3696976193,merchant_nbr,AQPRQWDZXOLHYVJBTWFY,credit_card,WSBGQLGVXQBVEDZRVODM,"{\action\"": {\""txn_amt\"": 1031.9586884543096"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""07941\""}"," \""channel\"": {\""card_type\"": \""E\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
5,customer_id,40,purchase_consumption,3696976193,merchant_nbr,AQPRQWDZXOLHYVJBTWFY,credit_card,WSBGQLGVXQBVEDZRVODM,"{\action\"": {\""txn_amt\"": 1031.9586884543096"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""07941\""}"," \""channel\"": {\""card_type\"": \""E\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
6,customer_id,9,purchase_consumption,3696976255,merchant_nbr,MPEPDLIZNVLEJTBLMCPI,credit_card,ABKNUQRDAVAFFZLSRLPM,"{\action\"": {\""txn_amt\"": 578.138328514272"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03515\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
7,customer_id,34,purchase_consumption,3696976255,merchant_nbr,MPEPDLIZNVLEJTBLMCPI,credit_card,ABKNUQRDAVAFFZLSRLPM,"{\action\"": {\""txn_amt\"": 578.138328514272"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03515\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
8,customer_id,19,purchase_consumption,3696979236,merchant_nbr,VPKWUKNPERZPOINTZVPH,credit_card,OQZMTRUULVGAPIDMCENC,"{\action\"": {\""txn_amt\"": 1972.355933390321"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03811\""}"," \""channel\"": {\""card_type\"": \""D\"""," \""card_level\"": \""2\""}}""",3696969600,cc_txn
9,customer_id,44,purchase_consumption,3696979236,merchant_nbr,VPKWUKNPERZPOINTZVPH,credit_card,OQZMTRUULVGAPIDMCENC,"{\action\"": {\""txn_amt\"": 1972.355933390321"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03811\""}"," \""channel\"": {\""card_type\"": \""D\"""," \""card_level\"": \""2\""}}""",3696969600,cc_txn
10,customer_id,8,purchase_consumption,3696981121,merchant_nbr,OXJGZVJBTPHMVGOCWMAU,credit_card,ZQSVQQCIAQEYVZQGFOYE,"{\action\"": {\""txn_amt\"": 149.06814789786415"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""0RRC2\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
11,customer_id,33,purchase_consumption,3696981121,merchant_nbr,OXJGZVJBTPHMVGOCWMAU,credit_card,ZQSVQQCIAQEYVZQGFOYE,"{\action\"": {\""txn_amt\"": 149.06814789786415"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""0RRC2\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
12,customer_id,8,purchase_consumption,3696986526,merchant_nbr,EDQZWBDMHYSVKMPIRBUM,credit_card,GCUFTGSMQTPODQSCEZTJ,"{\action\"": {\""txn_amt\"": 196.576844210727"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""08049\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
13,customer_id,33,purchase_consumption,3696986526,merchant_nbr,EDQZWBDMHYSVKMPIRBUM,credit_card,GCUFTGSMQTPODQSCEZTJ,"{\action\"": {\""txn_amt\"": 196.576844210727"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""08049\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""5\""}}""",3696969600,cc_txn
14,customer_id,22,purchase_consumption,3696989753,merchant_nbr,UOPGOQWMIGWCNAWKADTC,credit_card,YWLVNGFSWFZZMXBZHMYX,"{\action\"": {\""txn_amt\"": 511.9181939463756"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""04225\""}"," \""channel\"": {\""card_type\"": \""A\"""," \""card_level\"": \""4\""}}""",3696969600,cc_txn
15,customer_id,47,purchase_consumption,3696989753,merchant_nbr,UOPGOQWMIGWCNAWKADTC,credit_card,YWLVNGFSWFZZMXBZHMYX,"{\action\"": {\""txn_amt\"": 511.9181939463756"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""04225\""}"," \""channel\"": {\""card_type\"": \""A\"""," \""card_level\"": \""4\""}}""",3696969600,cc_txn
16,customer_id,8,cash_advance,3696994580,merchant_nbr,QSJZWKEVQKMGTPFDHLXT,credit_card,VJCJETLBJVOFMQRZOGGI,"{\action\"": {\""txn_amt\"": 590.4843244702274"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""05072\""}"," \""channel\"": {\""card_type\"": \""E\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
17,customer_id,33,cash_advance,3696994580,merchant_nbr,QSJZWKEVQKMGTPFDHLXT,credit_card,VJCJETLBJVOFMQRZOGGI,"{\action\"": {\""txn_amt\"": 590.4843244702274"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""05072\""}"," \""channel\"": {\""card_type\"": \""E\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
18,customer_id,15,purchase_consumption,3696996359,merchant_nbr,USISZAVDTGNJMXTHWYKJ,credit_card,RLEALGIYVOSVFTJXLENE,"{\action\"": {\""txn_amt\"": 565.2514173532202"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""07995\""}"," \""channel\"": {\""card_type\"": \""D\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
19,customer_id,40,purchase_consumption,3696996359,merchant_nbr,USISZAVDTGNJMXTHWYKJ,credit_card,RLEALGIYVOSVFTJXLENE,"{\action\"": {\""txn_amt\"": 565.2514173532202"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""07995\""}"," \""channel\"": {\""card_type\"": \""D\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
20,customer_id,4,purchase_consumption,3696996945,merchant_nbr,EVRGGAFVUNBBAONARXYH,credit_card,OQLCHKEZWXOFFNZNLJKA,"{\action\"": {\""txn_amt\"": 426.2083641910219"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03064\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""6\""}}""",3696969600,cc_txn
21,customer_id,29,purchase_consumption,3696996945,merchant_nbr,EVRGGAFVUNBBAONARXYH,credit_card,OQLCHKEZWXOFFNZNLJKA,"{\action\"": {\""txn_amt\"": 426.2083641910219"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""03064\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""6\""}}""",3696969600,cc_txn
22,customer_id,25,purchase_consumption,3696997522,merchant_nbr,QPBOQLMXSTDPVHYWHUSA,credit_card,WRXETJVTKMIHBNHHRIBW,"{\action\"": {\""txn_amt\"": 1275.4053750786325"," \""original_currency_code\"": \""TWD\""}"," \""object\"": {\""merchant_category_code\"": \""07629\""}"," \""channel\"": {\""card_type\"": \""C\"""," \""card_level\"": \""3\""}}""",3696969600,cc_txn
